year,transported,tag_id,population,release_rkm,migration_year,bon,tda,jda,mcn,ice,lmo,lgo,lgr
2009,T,3D9.1BF246FE22 ,SnakeFaChin_LGRabv,522.253,2006,1,0,0,1,1,0,0,1
2009,T,3D9.1BF250F05E ,SnakeFaChin_LGRabv,522.253,2006,1,0,0,1,1,0,0,1
2009,T,3D9.1BF264F343 ,SnakeFaChin_LGRabv,522.253,2006,1,0,0,0,0,0,0,0
2009,T,3D9.1BF249C330 ,SnakeFaChin_LGRabv,522.253,2006,1,0,0,1,1,0,0,1
2009,T,3D9.1BF25071B4 ,SnakeFaChin_LGRabv,522.253,2006,1,0,0,0,0,0,0,0
2009,T,3D9.1BF24C9DAF ,SnakeFaChin_LGRabv,522.253,2006,1,0,0,1,1,0,0,1
2009,T,3D9.1BF24C1201 ,SnakeFaChin_LGRabv,522.253,2006,1,0,0,1,1,0,0,1
2009,T,3D9.1BF24F7E3C ,SnakeFaChin_LGRabv,522.253,2006,1,0,0,1,1,0,0,1
2009,T,3D9.1BF246B50E ,SnakeFaChin_LGRabv,522.253,2006,1,0,0,1,1,0,0,1
2009,T,3D9.1BF2581507 ,SnakeFaChin_LGRabv,522.253,2006,1,0,0,0,0,0,0,0
2009,T,3D9.1BF2581E14 ,SnakeFaChin_LGRabv,522.253,2006,1,0,0,0,0,0,0,0
2009,T,3D9.1BF246E597 ,SnakeFaChin_LGRabv,522.253,2006,1,0,0,1,1,0,0,1
2009,T,3D9.1BF246B04B ,SnakeFaChin_LGRabv,522.253,2006,1,0,0,0,0,0,0,0
2009,T,3D9.1BF248675C ,SnakeFaChin_LGRabv,522.253,2006,1,0,0,0,0,0,0,0
2009,T,3D9.1BF2469218 ,SnakeFaChin_LGRabv,522.253,2006,1,0,0,1,1,0,0,1
2009,T,3D9.1BF24C8073 ,SnakeFaChin_LGRabv,522.253,2006,1,0,0,1,1,0,0,0
