year,age,transported,tag_id,population,release_rkm,migration_year,bon,tda,jda,mcn
2010,2,,3D9.1C2C66B3F3 ,UpColSpChin_abvRIS,754.041.005,2008,1,0,0,1
2010,2,,3D9.1C2C67DD0A ,UpColSpChin_abvRIS,754.041.005,2008,1,0,0,1
2010,2,,3D9.1C2C62561F ,UpColSpChin_abvRIS,754.041.005,2008,1,0,0,1
2010,2,,3D9.1C2C66E403 ,UpColSpChin_abvRIS,754.041.005,2008,1,0,0,1
2010,2,,3D9.1C2C6663C6 ,UpColSpChin_abvRIS,754.041.005,2008,1,0,0,1
2010,2,,3D9.1C2C66745F ,UpColSpChin_abvRIS,754.041.005,2008,1,0,0,1
2010,2,,3D9.1C2C5DAE6D ,UpColSpChin_abvRIS,754.041.005,2008,1,0,0,0
2010,2,,3D9.1C2C67F2B8 ,UpColSpChin_abvRIS,754.041.005,2008,1,0,0,1
2010,2,,3D9.1C2C67FC06 ,UpColSpChin_abvRIS,754.041.005,2008,1,0,0,1
2010,2,,3D9.1C2C66EF14 ,UpColSpChin_abvRIS,754.041.005,2008,1,0,0,1
2010,2,,3D9.1C2C6660F9 ,UpColSpChin_abvRIS,754.041.005,2008,1,0,0,1
2010,2,,3D9.1C2C669AE1 ,UpColSpChin_abvRIS,754.041.005,2008,1,0,0,1
2010,2,,3D9.1C2C67BC1F ,UpColSpChin_abvRIS,754.041.005,2008,1,0,0,1
2010,2,,3D9.1C2C666655 ,UpColSpChin_abvRIS,754.041.005,2008,1,0,0,1
2010,2,,3D9.1C2C66E2D4 ,UpColSpChin_abvRIS,754.041.005,2008,1,0,0,0
2010,2,,3D9.1C2C665D7B ,UpColSpChin_abvRIS,754.041.005,2008,1,0,0,1
2010,2,,3D9.1C2C5D8D82 ,UpColSpChin_abvRIS,754.041.005,2008,1,0,0,1
2010,2,,3D9.1C2C66E465 ,UpColSpChin_abvRIS,754.041.005,2008,1,0,0,1
2010,2,,3D9.1C2C67DDA7 ,UpColSpChin_abvRIS,754.041.005,2008,1,0,0,1
2010,2,,3D9.1C2C6665B7 ,UpColSpChin_abvRIS,754.041.005,2008,1,0,0,0
2010,2,,3D9.1C2C665D86 ,UpColSpChin_abvRIS,754.041.005,2008,1,0,0,1
2010,2,,3D9.1C2C67D959 ,UpColSpChin_abvRIS,754.041.005,2008,1,0,0,1
2010,2,,3D9.1C2C67E1FF ,UpColSpChin_abvRIS,754.041.005,2008,1,0,0,0
2010,2,,3D9.1C2C624C36 ,UpColSpChin_abvRIS,754.041.005,2008,1,0,0,1
2010,2,,3D9.1C2C5D9EAB ,UpColSpChin_abvRIS,754.041.005,2008,1,0,0,1
2010,2,,3D9.1C2C66424C ,UpColSpChin_abvRIS,754.041.005,2008,1,0,0,0
2010,2,,3D9.1C2C6259EE ,UpColSpChin_abvRIS,754.041.005,2008,1,0,0,1
2010,2,,3D9.1C2C67F2E6 ,UpColSpChin_abvRIS,754.041.005,2008,1,0,0,1
2010,2,,3D9.1C2C5DA541 ,UpColSpChin_abvRIS,754.041.005,2008,1,0,0,1
2010,2,,3D9.1C2C66E849 ,UpColSpChin_abvRIS,754.041.005,2008,1,0,0,1
2010,2,,3D9.1C2C667838 ,UpColSpChin_abvRIS,754.041.005,2008,1,0,0,0
2010,2,,3D9.1C2C66B20C ,UpColSpChin_abvRIS,754.041.005,2008,1,0,0,0
2010,2,,3D9.1C2C5D93E1 ,UpColSpChin_abvRIS,754.041.005,2008,1,0,0,1
2010,2,,3D9.1C2C663B3C ,UpColSpChin_abvRIS,754.041.005,2008,1,0,0,0
2010,2,,3D9.1C2C667006 ,UpColSpChin_abvRIS,754.041.005,2008,1,0,0,1
2010,2,,3D9.1C2C66806D ,UpColSpChin_abvRIS,754.041.005,2008,1,0,0,1
2010,2,,3D9.1C2C666648 ,UpColSpChin_abvRIS,754.041.005,2008,1,0,0,0
2010,2,,3D9.1C2C5D950B ,UpColSpChin_abvRIS,754.041.005,2008,1,0,0,1
2010,2,,3D9.1C2C6657BF ,UpColSpChin_abvRIS,754.041.005,2008,1,0,0,1
2010,2,,3D9.1C2C67F1C0 ,UpColSpChin_abvRIS,754.041.005,2008,1,0,0,0
2010,2,,3D9.1C2C625457 ,UpColSpChin_abvRIS,754.041.005,2008,1,0,0,0
2010,2,,3D9.1C2C664F02 ,UpColSpChin_abvRIS,754.041.005,2008,1,0,0,1
2010,2,,3D9.1C2C66169B ,UpColSpChin_abvRIS,754.041.005,2008,1,0,0,0
2010,2,,3D9.1C2C5DB0B3 ,UpColSpChin_abvRIS,754.041.005,2008,1,0,0,1
2010,2,,3D9.1C2C65F765 ,UpColSpChin_abvRIS,754.041.005,2008,1,0,0,1
2010,2,,3D9.1C2C66B904 ,UpColSpChin_abvRIS,754.041.005,2008,1,0,0,1
2010,2,,3D9.1C2C662C1A ,UpColSpChin_abvRIS,754.041.005,2008,1,0,0,1
2010,2,,3D9.1C2C5DB2FC ,UpColSpChin_abvRIS,754.041.005,2008,1,0,0,0
2010,2,,3D9.1C2C6256E2 ,UpColSpChin_abvRIS,754.041.005,2008,1,0,0,0
2010,2,,3D9.1C2C680320 ,UpColSpChin_abvRIS,754.041.005,2008,1,0,0,1
2010,2,,3D9.1C2C66320F ,UpColSpChin_abvRIS,754.041.005,2008,1,0,0,0
2010,2,,3D9.1C2C667A5C ,UpColSpChin_abvRIS,754.041.005,2008,1,0,0,1
2010,2,,3D9.1C2C6649E6 ,UpColSpChin_abvRIS,754.041.005,2008,1,0,0,1
2010,2,,3D9.1C2C665F2E ,UpColSpChin_abvRIS,754.041.005,2008,1,0,0,1
2010,2,,3D9.1C2C5DC2EE ,UpColSpChin_abvRIS,754.041.005,2008,1,0,0,1
2010,2,,3D9.1C2C660426 ,UpColSpChin_abvRIS,754.041.005,2008,1,0,0,1
2010,2,,3D9.1C2C6257DC ,UpColSpChin_abvRIS,754.041.005,2008,1,0,0,1
2010,2,,3D9.1C2C6633C8 ,UpColSpChin_abvRIS,754.041.005,2008,1,0,0,1
2010,2,,3D9.1C2C66F407 ,UpColSpChin_abvRIS,754.041.005,2008,1,0,0,1
2010,2,,3D9.1C2C66759C ,UpColSpChin_abvRIS,754.041.005,2008,1,0,0,0
2010,2,,3D9.1C2C665B49 ,UpColSpChin_abvRIS,754.041.005,2008,1,0,0,1
2010,2,,3D9.1C2C5DA0FF ,UpColSpChin_abvRIS,754.041.005,2008,1,0,0,0
2010,2,,3D9.1C2C5DB886 ,UpColSpChin_abvRIS,754.041.005,2008,1,0,0,1
2010,2,,3D9.1C2C66051A ,UpColSpChin_abvRIS,754.041.005,2008,1,0,0,1
2010,2,,3D9.1C2C5DB30B ,UpColSpChin_abvRIS,754.041.005,2008,1,0,0,1
2010,2,,3D9.1C2C66A6A8 ,UpColSpChin_abvRIS,754.041.005,2008,1,0,0,0
2010,2,,3D9.1C2C667325 ,UpColSpChin_abvRIS,754.041.005,2008,1,0,0,1
2010,2,,3D9.1C2C65F1DA ,UpColSpChin_abvRIS,754.041.005,2008,1,0,0,1
2010,2,,3D9.1C2C66AAEC ,UpColSpChin_abvRIS,754.041.005,2008,1,0,0,1
2010,2,,3D9.1C2C5DA850 ,UpColSpChin_abvRIS,754.041.005,2008,1,0,0,1
2010,2,,3D9.1C2C5D9723 ,UpColSpChin_abvRIS,754.041.005,2008,1,0,0,1
