year,age,transported,tag_id,population,release_rkm,migration_year,bon,tda,jda,mcn,ice,lmo,lgo,lgr
2009,2,T,3D9.1BF244B949 ,SnakeSthd_LGRabv,522.173,2007,1,0,0,1,0,0,0,0
2009,2,T,3D9.1BF2337AE9 ,SnakeSthd_LGRabv,522.173,2007,1,0,0,0,0,0,0,0
2009,2,T,3D9.1BF23554FD ,SnakeSthd_LGRabv,522.173,2007,1,0,0,1,1,0,0,1
2009,2,T,3D9.1BF2450DA4 ,SnakeSthd_LGRabv,522.173,2007,1,0,0,1,0,0,0,0
2009,2,T,3D9.1BF22E9B9B ,SnakeSthd_LGRabv,522.173,2007,1,0,0,1,1,0,0,1
2009,2,T,3D9.1BF22EC114 ,SnakeSthd_LGRabv,522.173,2007,1,0,0,0,0,0,0,0
2009,2,T,3D9.1BF244A416 ,SnakeSthd_LGRabv,522.173,2007,1,0,0,1,0,0,0,0
2009,2,T,3D9.1BF22DB512 ,SnakeSthd_LGRabv,522.173,2007,1,0,0,1,1,0,0,1
2009,2,T,3D9.1BF24431CA ,SnakeSthd_LGRabv,522.173,2007,1,0,0,1,1,0,0,1
2009,2,T,3D9.1BF23ABC59 ,SnakeSthd_LGRabv,522.173,2007,1,0,0,0,0,0,0,0
