year,transported,tag_id,esu,migration_year,bon,tda,jda,mcn,ice,lmo,lgo,lgr
2007,,3D9.1BF200CA69,SR_Ch1,2005,1,0,0,1,1,0,0,1
2011,,3D9.1C2C45D54A,SR_Ch1,2008,1,0,0,0,0,0,0,0
2014,T,3D9.1C2DEB5A9D,SR_Ch1,2012,1,1,0,1,1,1,1,1
2010,T,3D9.1C2C2B6D06,SR_Ch1,2007,1,0,0,1,1,0,0,1
2015,,3D9.1C2CFC5ABE,SR_Ch1,2013,1,0,0,0,0,0,0,0
2005,T,3D9.1BF154C467,SR_Ch1,2003,1,0,0,1,1,0,0,1
2008,,3D9.1BF1FFCB27,SR_Ch1,2005,1,0,0,1,1,0,0,1
2010,T,3D9.1C2CC94888,SR_Ch1,2008,1,0,0,1,1,0,0,1
2011,,3D9.1C2CDA293E,SR_Ch1,2009,1,0,0,0,0,0,0,0
2016,T,3DD.00773AED7D,SR_Ch1,2014,1,1,0,1,1,1,1,1
2014,,3D9.1C2DDB5C4F,SR_Ch1,2012,1,0,0,0,0,0,0,0
2002,T,3D9.1BF0EF6836,SR_Ch1,2000,1,0,0,1,0,0,0,1
2005,,3D9.1BF175E06D,SR_Ch1,2003,1,0,0,1,1,0,0,1
2009,,3D9.1BF25E9AE0,SR_Ch1,2007,1,0,0,0,0,0,0,0
2003,T,3D9.1BF10A4BD2,SR_Ch1,2001,1,0,0,1,1,0,0,1
2009,T,3D9.1BF24471BF,SR_Ch1,2007,1,0,0,1,1,0,0,1
2009,,3D9.1BF1BAC391,SR_Ch1,2007,1,0,0,0,0,0,0,0
2002,T,3D9.1BF0F4F0FD,SR_Ch1,2000,1,0,0,1,0,0,0,1
2005,,3D9.1BF11DB396,SR_Ch1,2002,1,0,0,1,1,0,0,0
2013,,3D9.1C2C95E1AB,SR_Ch1,2010,1,1,0,1,1,0,0,1
2016,,3D9.1C2DF2B2D9,SR_Ch1,2013,1,1,0,1,1,1,1,1
2003,T,3D9.1BF0F7E463,SR_Ch1,2000,1,0,0,1,1,0,0,1
2015,T,3D9.1C2E05FDEC,SR_Ch1,2013,1,1,0,0,0,0,0,0
2022,T,3DD.003D3A59CC,SR_Ch1,2020,1,1,1,1,1,1,1,1
2010,T,3D9.1C2C8988CA,SR_Ch1,2008,1,0,0,1,1,0,0,1
2011,,3D9.1C2CFB38C0,SR_Ch1,2009,1,0,0,0,0,0,0,0
2007,T,3D9.1BF2291A37,SR_Ch1,2005,1,0,0,1,1,0,0,1
2010,T,3D9.1C2CCB8ECB,SR_Ch1,2008,1,0,0,1,1,0,0,1
2008,,3D9.1BF22C82EB,SR_Ch1,2006,1,0,0,1,1,0,0,1
2012,,3D9.1C2D756B0B,SR_Ch1,2010,1,0,0,1,1,0,0,1
2016,,3DD.00773ADFA3,SR_Ch1,2014,1,1,0,1,1,1,1,1
2010,,3D9.1C2C846734,SR_Ch1,2008,1,0,0,1,1,0,0,1
